course_id;course_name;professor;department;semester;days;time;description
ECON 1535;International Trade and Investment;Antras;Economics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;Analyzes the causes and consequences of international trade and investment. Focuses on the interplay of economic theory and empirical descriptions of foreign trade and direct investment patterns.
PSY 1015;Psychology of Sleep;Coombs;Psychology;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;Sleep is arguably one of the most evolutionarily conserved behaviors across the animal kingdom. The average human will spend one third of their life sleeping (not to mention an average of 7 years spent in bed just trying to get to sleep). We all sleep, but what exactly is sleep and why do we spend so much time asleep? What happens when we don’t get enough sleep? What factors influence quality of sleep? Scientific evidence increasingly indicates the importance of sleep for cognitive perform
AFRAMER  109X;A Different Shade of Brown: South Asians, Race, and Representation in the United States;Bald;African & African Amer Studies;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:45pm -  2:45pm;This course will focus on both the lived experiences of South Asians in the United States and images of South Asians in U.S. popular culture from the late 19th century to the present. We will read primary and secondary historical sources and look critically at a range of different media - from newspapers, print advertising and political pamphlets at the turn of the 20th century to film, TV, and the Internet in the 21st - tracing out how migrants and immigrants from the subcontinent went from bei
LING  105;Sounds of Language;Ryan;Linguistics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;What are the sounds of the world languages, and how are they organized to make words and sentences? Why are some sounds hard to hear or make? Is there a `universal inventory' of sounds? This class introduces students to the sounds of the world's languages, and provides tools for studying them systematically. We will study the setup to transfer thoughts from one brain to another.
YIDDISH  BB;Intermediate Yiddish II;Feldman;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";3:00pm -  4:15pm;Continuation of Yiddish BA. Students will further develop their Yiddish reading, writing, speaking, and oral comprehension skills. Focus will be on working with a wide variety of textual and cultural materials spanning the Yiddish-speaking world in the modern era. Course materials include selections from Yiddish fiction, poetry, drama, film, music, the press, and historical documents. Students will become familiar with the language’s dialects, writing conventions, and historical developmen
CHNSHIS  142;Cultural History of the Late Ming and Early Qing;Bol;East Asian Langs & Civ;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;Examines tensions and innovations in philosophy, literature, art, scholarship, and religion during the late Ming and early Qing (1570-1680).
PHYSICS  123A;Laboratory Electronics – Analog Circuits;Abrams;Physics;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  5:30pm;A lab-intensive introduction to analog electronic circuit design. Develops circuit intuition and debugging skills through daily hands-on lab exercises, each preceded by class discussion, with minimal use of mathematics and physics. Moves quickly from passive circuits, to discrete transistors, then concentrates on operational amplifiers, used to make a variety of circuits including integrators, oscillators, regulators, and filters.
ZULU  101AR;Advanced Zulu;Mugane;African & African Amer Studies;2021 Fall;[];-  TBA;A study of Zulu a major language spoken in South Africa at the Advanced level in the Fall semester. As needed, successive advanced readings in Zulu may be taken under Zulu 101ar every Fall.
CHEM  154;Advanced Inorganic Chemistry;Nocera;Chemistry & Chemical Biology;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;The physical inorganic chemistry of transition elements will be discussed. The course will emphasize group theoretical methods of analysis and attendant spectroscopic methods (e.g., electronic, vibrational, EPR, magnetic) derived therefrom. Connections between molecular structure and electronic structure and how that parlays into the properties of complexes and their reactivity will be illustrated throughout various modules, which will touch on advanced problems of interest in the subjects of ca
ANTHRO 1781;What Is Latin America?: Politics, Culture, Identity;Fierman;Anthropology;2021 Fall;"[{""days"":""M""}]";6:00pm -  8:45pm;This seminar focuses on the anthropology of Latin America in the context of late capitalism to understand the political, economic, and cultural consequences of particular modes of production and the social worlds they create. Through the genre of ethnography, we examine these consequences by focusing in on the major thematic foci of anthropologies of Latin America: labor, political economy, illiberal governance, crime and policing, political violence, poverty, and corruption. We will read severa
TDM  121K;Ballet, Past and Present;Khitrova;Theater, Dance & Media;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;This course explores the history of ballet, classical and beyond. We will view and discuss ballets to help us think about what ballet is, and why it has been such an enduring art form in different eras and cultures. Why is it mute and does it have to be? What kind of stories can it tell and how should we read them? How do ballets survive and how do they change in the process? Who makes a ballet: a choreographer or dancers? Or is it, perhaps, a composer, designer, or story writer? Does ballet tec
MATH  136;Differential Geometry;Bejleri;Mathematics;2021 Fall;"[{""days"":""W""},{""days"":""F""}]";12:00pm -  1:15pm;The course is an introduction to Riemannian geometry with the focus (for the most part) being the Riemannian geometry of curves and surfaces in space where the fundamental notions can be visualized.
ANTHRO 1883;Where Science Meets Society: Introduction to STS;Jabloner;Anthropology;2022 Spring;"[{""days"":""W""}]";9:45am -  11:45am;The German word for science literally means “knowledge made.” In line with this meaning, STS approaches science as practice. The interdisciplinary field asks empirically and methodologically how knowledge is made, how truths become truths, and how matters come to matter and to be matters of fact. This course serves as basic introduction to STS, highlighting key political interventions, theoretical contributions, and the field’s recent ascent into a burgeoning academic inter-dis
