course_id;course_name;professor;department;semester;days;time;description
MATH  60R;Reading Course for Senior Honors Candidates;Taubes;Mathematics;2022 Spring;[];-  TBA;Mathematics concentrators in their final two undergraduate semesters can take this course to work individually on their senior thesis.
SPANSH  10 002;Beginning Spanish I;Parra-Velasco;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";10:30am -  11:45am;Spanish 10 is the first course in the Beginning Spanish sequence (SPAN 10-SPAN 11). This course is designed for students with little or no previous experience in Spanish. Through interactions with peers, instructors, and native Spanish-speakers around the world, students in this class discuss and analyze authentic multimodal texts (e.g., written, audio, audiovisual, visual) from various sources (e.g., social media, newspapers, museums). Through these interactions and ana
GOV  97 002;Tutorial - Sophomore Year;Enos;Government;2022 Spring;"[{""days"":""W""}]";9:45am -  11:45am;The Government Sophomore Tutorial takes an innovative approach to introducing sophomores to research in political science. Students will choose a section in a topic of interest while building on a common curriculum of learning how to research and write a research paper. In addition, writing workshops and sessions on learning research methods will be held throughout the semester.
EXPOS  20 ES09;Expository Writing 20;Rosenzweig;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
GREEK  2;Introductory Ancient Greek 2;Livingston;Classics, The;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";9:00am -  10:15am;Greek 2 continues from Greek 1. Participants will continue to develop their ability to read Greek with increasing emphasis on authentic texts.
EXPOS  10 113;Introduction to Expository Writing;Napier;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;In Expos Studio 10, students practice analyzing sources, developing and organizing their ideas, and making arguments as they become familiar with the expectations of college writing. In small classes taking a hands-on approach, students work closely with instructors to learn strategies for drafting and revising clear, engaging essays. Students meet frequently in individual conferences with instructors to discuss their work, and the class also emphasizes collabo
EXPOS  20 241;Expository Writing 20;Wilson;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
HIST-LIT  90EI;Islam in Early America;Urus;History & Literature;2021 Fall;"[{""days"":""W""}]";9:45am -  11:45am;"Muslims first arrived on the shores of the Americas at the turn of the sixteenth century, yet their long history in the western hemisphere has been largely forgotten. For centuries Islam was the second-most widely practiced monotheistic religion in the Americas, after Catholicism; some Muslims came from Spain to escape persecution at the hands of the Inquisition for continuing to practice their religion, while others were taken captive and forcibly crammed into the hulls of ships on the West Afr"
GOV  94OA;Inequality and American Democracy;Skocpol;Government;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;"The ""rights revolutions"" of the 1960s and 1970s removed barriers to full citizenship for African Americans, women, and other formerly marginalized groups. But inequalities of wealth and income have grown since the 1970s. How do changing social and economic inequalities influence American democracy? This seminar explores empirical research and normative debates about political participation, about government responsiveness to citizen preferences, and about the impact of public policies"
NEC  91R 002;Supervised Reading and Research;Manuelian;Near Eastern Languages & Civ;2021 Fall;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
FRSEMR  51P;What is a Species, and How Do Species Evolve?;Mallet;Freshman Seminars;2021 Fall;"[{""days"":""M""}]";9:00am -  11:30am;One hundred and fifty years after Darwin wrote On the Origin of Species..., you would think that scientists already have a good definition of species. In fact, a major debate still rages among biologists as to what species are, and how they evolve from other species. This seminar will cover these issues. Darwin used impeccable logic and convinced his readership by the 1860s that the entire diversity of life could be explained by means of evolution. Yet it's possible that prior creationist no
MATH  99R;Tutorial;Taubes;Mathematics;2022 Spring;[];-  TBA;Supervised small group tutorial. Topics to be arranged.
HISTSCI  98;Tutorial - Junior Year;Csiszar;History of Science;2021 Fall;"[{""days"":""M""}]";9:00am -  10:15am;This one-semester junior tutorial is a research-oriented tutorial taken in small groups. Focuses on enhancing research and writing skills through the completion of a directed research paper on subject matter of the student's interest. Must be taken during the fall semester (except for students not in residence).
